HGNC_ID	STATUS	WITHDRAWN_SYMBOL	MERGED_INTO_REPORT(S) (i.e HGNC_ID
HGNC:19645	Merged/Split	OR5M15P	HGNC:15057
HGNC:19646	Merged/Split	OR2AU1P	HGNC:8278
HGNC:19724	Merged/Split	C21orf112	HGNC:1623
HGNC:19726	Withdrawn	C21orf114	
HGNC:19728	Merged/Split	C21orf124	HGNC:8819
HGNC:19729	Merged/Split	FAM27A	HGNC:23668
HGNC:19746	Merged/Split	C21orf115	HGNC:14616
HGNC:19830	Merged/Split	NCRNA00291	HGNC:19739
HGNC:19850	Withdrawn	C14orf40	
HGNC:19851	Merged/Split	C14orf41	HGNC:8060
HGNC:19852	Merged/Split	C14orf42	HGNC:33159
HGNC:19882	Merged/Split	EMILIN5	HGNC:16123
HGNC:19951	Withdrawn	DYX8	
HGNC:19976	Merged/Split	GPR134	HGNC:16291
HGNC:19981	Withdrawn	OTSC4	
HGNC:19984	Merged/Split	DFNA51	HGNC:11828
HGNC:19996	Merged/Split	GPR140	HGNC:24828
HGNC:19999	Withdrawn	ZNF604P	
HGNC:20042	Merged/Split	ZNF409	HGNC:20152
HGNC:20057	Merged/Split	UBE2L7P	HGNC:12486
HGNC:20094	Withdrawn	PFM3	
HGNC:20098	Merged/Split	C14orf51	HGNC:13112
HGNC:20103	Withdrawn	C14orf56	
HGNC:20104	Withdrawn	C14orf57	
HGNC:20107	Merged/Split	C14orf60	HGNC:8010
HGNC:20108	Merged/Split	C14orf61	HGNC:20359
HGNC:20109	Merged/Split	C14orf62	HGNC:27510
HGNC:20112	Withdrawn	C14orf65	
HGNC:20114	Merged/Split	C14orf67	HGNC:21064
HGNC:20124	Merged/Split	C14orf77	HGNC:33795
HGNC:20128	Withdrawn	C14orf81	
HGNC:20135	Merged/Split	C14orf88	HGNC:20346
HGNC:20138	Withdrawn	C14orf91	
HGNC:20158	Merged/Split	NCRNA00220	HGNC:32545
HGNC:20167	Merged/Split	C14orf96	HGNC:213
HGNC:20170	Withdrawn	C14orf99	
HGNC:20172	Merged/Split	C19orf9	HGNC:13175
HGNC:20181	Merged/Split	DFNB42	HGNC:28741
HGNC:20206	Withdrawn	MCDR3	
HGNC:20211	Merged/Split	KIAA0125	HGNC:19955
HGNC:20212	Merged/Split	C14orf116	HGNC:1928
HGNC:20216	Withdrawn	C14orf113	
HGNC:20221	Merged/Split	C14orf117	HGNC:19853
HGNC:20228	Withdrawn	MRX84	
HGNC:20235	Withdrawn	IBD8	
HGNC:20236	Withdrawn	IBD9	
HGNC:20238	Withdrawn	OTSC5	
HGNC:20350	Withdrawn	C14orf136	
HGNC:20353	Merged/Split	LINC00341	HGNC:19861
HGNC:20355	Merged/Split	C14orf141	HGNC:6715
HGNC:20375	Withdrawn	OTSC6	
HGNC:20394	Withdrawn	CLAM	
HGNC:20405	Merged/Split	KRT6D	HGNC:6443
HGNC:20408	Withdrawn	DFNB40	
HGNC:20424	Merged/Split	HCG16	HGNC:18361
HGNC:20481	Withdrawn	C6orf50	
HGNC:20490	Merged/Split	C14orf151	HGNC:23791
HGNC:20496	Withdrawn	C14orf157	
HGNC:20504	Withdrawn	HIST2H3B	
HGNC:20518	Merged/Split	KRTAP18-1	HGNC:22966
HGNC:20519	Merged/Split	KRTAP18-2	HGNC:22967
HGNC:20520	Merged/Split	KRTAP18-3	HGNC:22968
HGNC:20522	Merged/Split	KRTAP18-5	HGNC:22969
HGNC:20524	Merged/Split	KRTAP18-7	HGNC:22970
HGNC:20526	Merged/Split	KRTAP18-9	HGNC:22971
HGNC:20574	Merged/Split	CRAC1	HGNC:2001
HGNC:20600	Merged/Split	WARBM1	HGNC:17063
HGNC:20613	Merged/Split	TDRD4	HGNC:10060
HGNC:20643	Merged/Split	TAS2R65P	HGNC:19107
HGNC:20666	Merged/Split	HGPPS	HGNC:13433
HGNC:20680	Withdrawn	TELAB1	
HGNC:20683	Withdrawn	CANDN1	
HGNC:20684	Withdrawn	SCA25	
HGNC:20689	Merged/Split	ZNF424	HGNC:13125
HGNC:20752	Merged/Split	ZNF427	HGNC:13854
HGNC:20769	Withdrawn	MYMY3	
HGNC:20791	Withdrawn	DFNA42	
HGNC:20805	Merged/Split	SCKL2	HGNC:9891
HGNC:20806	Withdrawn	SCKL3	
HGNC:20888	Merged/Split	CORS2	HGNC:25018
HGNC:20909	Merged/Split	ZNF539	HGNC:13047
HGNC:20950	Withdrawn	C9orf56	
HGNC:20963	Merged/Split	DFNB63	HGNC:25033
HGNC:20975	Withdrawn	SMAN1	
HGNC:20981	Merged/Split	LRRN5	HGNC:16914
HGNC:21038	Merged/Split	ZNF448	HGNC:12955
HGNC:21058	Merged/Split	MYMY2	HGNC:14539
HGNC:21089	Merged/Split	JBTS1	HGNC:21474
HGNC:21093	Merged/Split	C6orf91	HGNC:21118
HGNC:21112	Merged/Split	LINC00266-3	HGNC:51690
HGNC:21116	Merged/Split	FRCL1	HGNC:15621
HGNC:21119	Withdrawn	DNM1DN2@	
HGNC:21120	Merged/Split	DNM1DN3@	HGNC:35175, HGNC:35176, HGNC:35177
HGNC:21121	Merged/Split	DNM1DN4@	HGNC:35177, HGNC:35178, HGNC:35179
HGNC:21123	Withdrawn	DNM1DN6	
HGNC:21124	Merged/Split	DNM1DN7@	HGNC:35180
HGNC:21125	Merged/Split	DNM1DN8@	HGNC:35181, HGNC:35182, HGNC:35186
HGNC:21127	Merged/Split	DNM1DN10@	HGNC:35187, HGNC:35188
HGNC:21128	Merged/Split	DNM1DN11@	HGNC:35188, HGNC:35189, HGNC:35190, HGNC:35191, HGNC:35188, HGNC:35193, HGNC:35194
HGNC:21129	Merged/Split	DNM1DN12@	HGNC:35195
HGNC:21130	Withdrawn	DNM1DN13	
HGNC:21131	Merged/Split	DNM1DN14@	HGNC:35199, HGNC:35200
HGNC:21132	Merged/Split	DNM1DN15@	HGNC:35171, HGNC:35172
HGNC:21133	Merged/Split	DNM1DN16@	HGNC:35173, HGNC:35174
HGNC:21137	Withdrawn	DNM1DN20	
HGNC:21138	Withdrawn	DNM1DN21	
HGNC:21139	Withdrawn	DNM1DN22	
HGNC:21141	Withdrawn	DNM1DN23	
HGNC:21164	Merged/Split	C6orf92	HGNC:21213
HGNC:21178	Merged/Split	C6orf98	HGNC:17089
HGNC:21183	Merged/Split	FNDC2	HGNC:21184
HGNC:21201	Merged/Split	C6orf102	HGNC:21202
HGNC:21229	Merged/Split	C6orf114	HGNC:21096
HGNC:21242	Merged/Split	HCG8	HGNC:13924
HGNC:21287	Merged/Split	C6orf131	HGNC:4678
HGNC:21291	Merged/Split	C10orf43	HGNC:23591
HGNC:21318	Merged/Split	TMEM13	HGNC:19992
HGNC:21322	Merged/Split	DFNB68	HGNC:3169
HGNC:21340	Merged/Split	SPG23	HGNC:29043
HGNC:21341	Withdrawn	GLC1K	
HGNC:21358	Merged/Split	C6orf144	HGNC:32789
HGNC:21363	Merged/Split	C6orf147	HGNC:21366
HGNC:21369	Merged/Split	C6orf152	HGNC:31923
HGNC:21402	Withdrawn	DFNA53	
HGNC:21433	Withdrawn	SLC4A7OS	
HGNC:21477	Merged/Split	DHRS6	HGNC:32389
HGNC:21486	Merged/Split	C6orf171	HGNC:21485
HGNC:21491	Merged/Split	VKCFD2	HGNC:23663
HGNC:21508	Merged/Split	XAGE1D	HGNC:25400
HGNC:21519	Withdrawn	C8orf67	
HGNC:21546	Merged/Split	C6orf178	HGNC:21555
HGNC:21547	Merged/Split	C6orf179	HGNC:21555
HGNC:21548	Merged/Split	C6orf180	HGNC:21555
HGNC:21554	Merged/Split	EGFL10	HGNC:21555
HGNC:21562	Merged/Split	C6orf183	HGNC:21565
HGNC:21563	Merged/Split	C6orf184	HGNC:21565
HGNC:21567	Merged/Split	C6orf187	HGNC:33391
HGNC:21585	Merged/Split	GCNT5	HGNC:4204
HGNC:21618	Merged/Split	AKD2	HGNC:33814
HGNC:21619	Withdrawn	C6orf200	
HGNC:21621	Withdrawn	C6orf202	
HGNC:21626	Withdrawn	MRX82	
HGNC:21660	Withdrawn	HCP5P6	
HGNC:21662	Withdrawn	HCP5P2	
HGNC:21670	Withdrawn	HCP5P15	
HGNC:21671	Withdrawn	HCP5P12	
HGNC:21692	Withdrawn	C15orf31	
HGNC:21712	Merged/Split	C11orf32	HGNC:11185
HGNC:21804	Withdrawn	C8orf63	
HGNC:21902	Withdrawn	RP32	
HGNC:22120	Withdrawn	BMIQ6	
HGNC:22400	Withdrawn	DFNB45	
HGNC:22405	Merged/Split	PRAMEF21	HGNC:25224
HGNC:22433	Withdrawn	USH1H	
HGNC:22494	Merged/Split	SPG26	HGNC:4117
HGNC:22929	Merged/Split	HCG4P10	HGNC:21241
HGNC:22993	Withdrawn	SPG24	
HGNC:23021	Withdrawn	VRK3P1	
HGNC:23036	Merged/Split	C6orf207	HGNC:21569
HGNC:23050	Merged/Split	MYETS1	HGNC:17005
HGNC:23054	Withdrawn	AIS2	
HGNC:23083	Withdrawn	AIS3	
HGNC:23084	Withdrawn	HCP5P3	
HGNC:23110	Merged/Split	PCDH23	HGNC:23111
HGNC:23127	Withdrawn	C21orf118	
HGNC:23129	Merged/Split	C21orf120	HGNC:1305
HGNC:23152	Merged/Split	HSN2	HGNC:14540
HGNC:23205	Merged/Split	AUNA1	HGNC:15480
HGNC:23223	Merged/Split	DFNB44	HGNC:232
HGNC:23240	Merged/Split	ZFP106	HGNC:12886
HGNC:23256	Withdrawn	GLC1H	
HGNC:23262	Withdrawn	LINC00610	
HGNC:23331	Merged/Split	FSD1CL	HGNC:13753
HGNC:23335	Merged/Split	ANXA8L2	HGNC:23334
HGNC:23374	Withdrawn	C9orf33	
HGNC:23388	Merged/Split	C9orf35	HGNC:23825
HGNC:23398	Withdrawn	C9orf38	
HGNC:23403	Merged/Split	MRC1L1	HGNC:7228
HGNC:23413	Withdrawn	HCG2P6	
HGNC:23417	Merged/Split	FAM21B	HGNC:23416
HGNC:23418	Withdrawn	WASHC2D	
HGNC:23420	Merged/Split	C10orf12	HGNC:29503
HGNC:23422	Merged/Split	PTPN20A	HGNC:23423
HGNC:23430	Merged/Split	C10orf14	HGNC:23523
HGNC:23431	Merged/Split	ANKRD14	HGNC:26724
HGNC:23446	Withdrawn	FAM22C	
HGNC:23453	Merged/Split	FRMPD2P2	HGNC:16843
HGNC:23454	Merged/Split	PDZD5C	HGNC:28572
HGNC:23457	Merged/Split	ASAH2C	HGNC:23456
HGNC:23461	Withdrawn	CTGLF8P	
HGNC:23462	Merged/Split	AGAP10	HGNC:23659
HGNC:23464	Merged/Split	AGAP8	HGNC:23459
HGNC:23474	Merged/Split	FAM23B	HGNC:23473
HGNC:23507	Merged/Split	RASGEF2	HGNC:29374
HGNC:23544	Merged/Split	RPL23AP9	HGNC:23543
HGNC:23566	Withdrawn	DFNA54	
HGNC:23580	Merged/Split	CTSLP5	HGNC:2540
HGNC:23588	Merged/Split	FAM25D	HGNC:23587
HGNC:23591	Withdrawn	FAM25HP	
HGNC:23635	Merged/Split	CTSLP7	HGNC:2540
HGNC:23636	Merged/Split	GLUD1P7	HGNC:4337
HGNC:23637	Merged/Split	GLUD1P8	HGNC:23610
HGNC:23646	Merged/Split	GLC1G	HGNC:30696
HGNC:23653	Merged/Split	BMS1P5	HGNC:23649
HGNC:23654	Merged/Split	BMS1P6	HGNC:23650
HGNC:23669	Merged/Split	C9orf47	HGNC:3167
HGNC:23670	Merged/Split	C9orf48	HGNC:19916
HGNC:23701	Merged/Split	SNAX1	HGNC:25358
HGNC:23702	Merged/Split	PPCD3	HGNC:11642
HGNC:23722	Merged/Split	SCAR1	HGNC:445
HGNC:23778	Withdrawn	CHES1L1	
HGNC:23779	Merged/Split	ZNF505	HGNC:13169
HGNC:23819	Withdrawn	FAM67A	
HGNC:23823	Merged/Split	MLL3P	HGNC:15730
HGNC:23824	Withdrawn	HPLH1	
HGNC:23827	Withdrawn	BMIQ1	
HGNC:23828	Withdrawn	BMIQ2	
HGNC:23829	Withdrawn	BMIQ3	
HGNC:23830	Merged/Split	BMIQ4	HGNC:12518
HGNC:23869	Merged/Split	FAM8A8P	HGNC:16375
HGNC:23944	Merged/Split	CYCSP54	HGNC:23943
HGNC:23948	Merged/Split	GAPDHP18	HGNC:37765
HGNC:24033	Merged/Split	TMEM133	HGNC:26545
HGNC:24038	Withdrawn	DFNB54	
HGNC:24095	Withdrawn	NCRNA00250	
HGNC:24106	Merged/Split	EKV3	HGNC:559
HGNC:24189	Merged/Split	WHSC1L1P	HGNC:14647
HGNC:24214	Merged/Split	TTLL11-IT1	HGNC:18113
HGNC:24242	Merged/Split	C2orf12	HGNC:9907
HGNC:24312	Merged/Split	SCXA	HGNC:32322
HGNC:24367	Withdrawn	DFNB51	
HGNC:24387	Merged/Split	CYCSP13	HGNC:24386
HGNC:24747	Merged/Split	SEC63D1	HGNC:20193
HGNC:24777	Merged/Split	C12orf63	HGNC:26456
HGNC:24780	Merged/Split	DNAH12L	HGNC:2943
HGNC:24799	Merged/Split	DCDC5	HGNC:20625
HGNC:24806	Merged/Split	DNHD3	HGNC:2948
HGNC:24807	Merged/Split	C9orf113	HGNC:17841
HGNC:24813	Merged/Split	FOXD4L2	HGNC:23762
HGNC:24815	Withdrawn	DEFA8	
HGNC:24901	Merged/Split	C19orf49	HGNC:3233
HGNC:24906	Withdrawn	MYP11	
HGNC:24907	Withdrawn	FAM67B	
HGNC:25101	Withdrawn	ZNF384OS	
HGNC:25170	Merged/Split	MRX85	HGNC:2928
HGNC:25212	Withdrawn	MRX86	
HGNC:25254	Withdrawn	C18orf57	
HGNC:25264	Merged/Split	C2orf31	HGNC:4043
HGNC:25273	Merged/Split	PLXNA4B	HGNC:9102
HGNC:25290	Merged/Split	C15orf51	HGNC:35199
HGNC:25293	Merged/Split	C19orf17	HGNC:23114
HGNC:25362	Merged/Split	BRCTD1	HGNC:25408
HGNC:25411	Merged/Split	C8orf57	HGNC:7162
HGNC:25466	Merged/Split	MRX87	HGNC:18060
HGNC:25711	Merged/Split	RUNDC2A	HGNC:30542
HGNC:25767	Withdrawn	PRAMEF16	
HGNC:25779	Merged/Split	C10orf68	HGNC:26533
HGNC:25855	Withdrawn	SPG25	
HGNC:25861	Merged/Split	C5orf23	HGNC:7945
HGNC:25912	Withdrawn	C8orf28	
HGNC:25933	Merged/Split	MICALCL	HGNC:24693
HGNC:25943	Withdrawn	C9orf118	
HGNC:25946	Merged/Split	C1orf218	HGNC:28404
HGNC:25977	Merged/Split	C18orf49	HGNC:22916
HGNC:26030	Merged/Split	CXorf35	HGNC:28615
HGNC:26071	Withdrawn	SPG27	
HGNC:26093	Withdrawn	C9orf63	
HGNC:26130	Merged/Split	KIAA1840	HGNC:11226
HGNC:26140	Withdrawn	C9orf149	
HGNC:26206	Withdrawn	C17orf84	
HGNC:26240	Merged/Split	CXorf45	HGNC:30881
HGNC:26298	Withdrawn	DEFT4P	
HGNC:26322	Merged/Split	C2orf48	HGNC:10452
HGNC:26362	Withdrawn	C18orf61	
HGNC:26377	Merged/Split	C6orf224	HGNC:33814
HGNC:26382	Merged/Split	C10orf93	HGNC:25247
HGNC:26410	Merged/Split	LINC00889	HGNC:3670
HGNC:26418	Withdrawn	TMEM155	
HGNC:26471	Merged/Split	ZNF553	HGNC:13114
HGNC:26492	Merged/Split	C1orf188	HGNC:32947
HGNC:26500	Merged/Split	C1orf215	HGNC:6510
HGNC:26547	Withdrawn	DFNY1	
HGNC:26589	Withdrawn	C3orf53	
HGNC:26603	Withdrawn	DEFT6P	
HGNC:26612	Withdrawn	RNF165-IT1	
HGNC:26619	Withdrawn	CRIPAK	
HGNC:26631	Merged/Split	C18orf58	HGNC:26270
HGNC:26642	Merged/Split	C9orf94	HGNC:14632
HGNC:26651	Merged/Split	C11orf47	HGNC:26532
HGNC:26738	Merged/Split	DNHL1	HGNC:2951
HGNC:26774	Merged/Split	DFNB57	HGNC:26257
HGNC:26844	Merged/Split	C17orf47	HGNC:9165
HGNC:26867	Merged/Split	DNHD2	HGNC:2943
HGNC:26872	Merged/Split	DNAHL1	HGNC:2946
HGNC:26986	Withdrawn	GLC1J	
HGNC:27073	Withdrawn	GATM-AS1	
HGNC:27144	Merged/Split	C1orf84	HGNC:29040
HGNC:27253	Merged/Split	C10orf64	HGNC:29323
HGNC:27255	Merged/Split	SCA28	HGNC:315
HGNC:27280	Merged/Split	DNHD1L	HGNC:26532
HGNC:27298	Merged/Split	CXorf30	HGNC:26708
HGNC:27299	Merged/Split	NBPF24	HGNC:31993
HGNC:27311	Merged/Split	SH3D20	HGNC:31813
HGNC:27448	Merged/Split	MIR4697HG	HGNC:32326
HGNC:27589	Merged/Split	FAM38B2	HGNC:26270
HGNC:27651	Merged/Split	HNRNPU-AS1	HGNC:5048
HGNC:27887	Merged/Split	C12orf74	HGNC:33829
HGNC:27913	Merged/Split	FLG-AS1	HGNC:55988
HGNC:27917	Merged/Split	C1orf222	HGNC:29368
HGNC:28023	Merged/Split	C9orf164	HGNC:10732
HGNC:28098	Merged/Split	LINC00950	HGNC:21427
HGNC:28113	Withdrawn	DFNB65	
HGNC:28138	Merged/Split	C9orf99	HGNC:18572
HGNC:28252	Withdrawn	TMEM137	
HGNC:28293	Merged/Split	PRR8	HGNC:27223
HGNC:28329	Merged/Split	C16orf47	HGNC:777
HGNC:28411	Merged/Split	C1orf67	HGNC:2945
HGNC:28481	Merged/Split	ATXN7L4	HGNC:22210
HGNC:28516	Merged/Split	CSAG3B	HGNC:16847
HGNC:28545	Merged/Split	C11orf69	HGNC:24836
HGNC:28546	Merged/Split	CXorf22	HGNC:26708
HGNC:28549	Merged/Split	FNDC6	HGNC:6004
HGNC:28686	Withdrawn	CABLES1L	
HGNC:28822	Withdrawn	AKIRIN2-AS1	
HGNC:28876	Withdrawn	DFNB55	
HGNC:28877	Merged/Split	DFNB53	HGNC:2187
HGNC:29015	Withdrawn	HCG2P4	
HGNC:29019	Merged/Split	KIAA0367	HGNC:25209
HGNC:29042	Withdrawn	C8orf27	
HGNC:29055	Merged/Split	KIAA0507	HGNC:24255
HGNC:29111	Merged/Split	KIAA0754	HGNC:13664
HGNC:29133	Merged/Split	DEFA2	HGNC:2761
HGNC:29192	Merged/Split	KIAA1107	HGNC:21019
HGNC:29311	Withdrawn	C18orf41	
HGNC:29439	Withdrawn	DFNB62	
HGNC:29444	Merged/Split	MKS3	HGNC:28396
HGNC:29648	Withdrawn	CLDN11CL	
HGNC:29651	Merged/Split	CTAGEP	HGNC:25111
HGNC:29844	Merged/Split	C9orf155	HGNC:15451
HGNC:30017	Merged/Split	SPG30	HGNC:888
HGNC:30028	Withdrawn	GLC3C	
HGNC:30058	Withdrawn	MAGI2-IT1	
HGNC:30161	Withdrawn	SPG29	
HGNC:30165	Withdrawn	LINC00614	
HGNC:30199	Withdrawn	SSXP8	
HGNC:30274	Merged/Split	TSSK5P2	HGNC:31931
HGNC:30328	Withdrawn	ZNF522	
HGNC:30374	Merged/Split	C10orf138	HGNC:33787
HGNC:30474	Withdrawn	DEFT2P	
HGNC:30639	Merged/Split	SSXP2	HGNC:19652
HGNC:30679	Merged/Split	XAGE1C	HGNC:25400
HGNC:30680	Merged/Split	XAGE2B	HGNC:4112
HGNC:30769	Withdrawn	RN7SKL	
HGNC:30786	Withdrawn	HCG2P2	
HGNC:30928	Withdrawn	C15orf49	
HGNC:30944	Merged/Split	ZNF647	HGNC:13044
HGNC:30976	Withdrawn	HCP5P14	
HGNC:30977	Withdrawn	HCP5P13	
HGNC:30985	Withdrawn	HCP5P8	
HGNC:30986	Withdrawn	C6orf215	
HGNC:30995	Merged/Split	LCCS1	HGNC:4315
HGNC:30996	Withdrawn	HDLCQ1	
HGNC:30997	Withdrawn	CTPL1	
HGNC:30998	Withdrawn	CPAT1	
HGNC:31013	Withdrawn	PSORS9	
HGNC:31020	Merged/Split	C2orf20	HGNC:888
HGNC:31025	Withdrawn	FBXO22-AS1	
HGNC:31075	Merged/Split	SLC2A3P3	HGNC:18301
HGNC:31084	Withdrawn	OTSC7	
HGNC:31085	Withdrawn	DFNB46	
HGNC:31086	Withdrawn	DFNB47	
HGNC:31097	Withdrawn	SCA26	
HGNC:31117	Withdrawn	BMIQ5	
HGNC:31122	Merged/Split	ZNF286L	HGNC:33241
HGNC:31128	Merged/Split	ABCB10P2	HGNC:14114
HGNC:31344	Merged/Split	HCG12	HGNC:23640
HGNC:31348	Merged/Split	DFNB48	HGNC:24579
HGNC:31349	Merged/Split	DFNB49	HGNC:26401
HGNC:31361	Merged/Split	C9orf101	HGNC:23432
HGNC:31366	Merged/Split	C9orf55B	HGNC:26079
HGNC:31373	Merged/Split	C9orf108	HGNC:3167
HGNC:31376	Withdrawn	DYT15	
HGNC:31379	Merged/Split	HMGB1L15	HGNC:4997
HGNC:31380	Withdrawn	DFNB50	
HGNC:31383	Merged/Split	C12orf15	HGNC:26316
HGNC:31390	Withdrawn	NCRNA00090	
HGNC:31392	Withdrawn	PIK3R1OS	
HGNC:31413	Withdrawn	IKBKAP-IT1	
HGNC:31424	Withdrawn	GVQW1	
HGNC:31431	Merged/Split	C10orf102	HGNC:4338
HGNC:31443	Merged/Split	PIP5K1L1	HGNC:23733
HGNC:31447	Merged/Split	C10orf113	HGNC:16932
HGNC:31449	Merged/Split	LINC01552	HGNC:28716
HGNC:31453	Merged/Split	C9orf151	HGNC:33879
HGNC:31600	Withdrawn	MIR220A	
HGNC:31633	Withdrawn	MIRN321	
HGNC:31654	Merged/Split	C10orf123	HGNC:25247
HGNC:31655	Merged/Split	C10orf124	HGNC:25247
HGNC:31667	Merged/Split	C10orf131	HGNC:31666
HGNC:31669	Merged/Split	C10orf133	HGNC:31668
HGNC:31688	Withdrawn	FAM41BY	
HGNC:31691	Withdrawn	C18orf33	
HGNC:31727	Withdrawn	C18orf50	
HGNC:31728	Merged/Split	HRMT1L5	HGNC:10894
HGNC:31841	Withdrawn	NCRNA00104	
HGNC:31842	Withdrawn	NCRNA00091	
HGNC:31844	Withdrawn	NCRNA00055	
HGNC:31846	Withdrawn	NCRNA00056	
HGNC:31847	Withdrawn	LINC00108	
HGNC:31866	Withdrawn	DFNM2	
HGNC:31877	Withdrawn	DFNB56	
HGNC:31912	Withdrawn	GLC1I	
HGNC:31915	Withdrawn	FLYWCH1L1	
HGNC:31916	Merged/Split	AUNX1	HGNC:8768
HGNC:31917	Merged/Split	AGS2	HGNC:25671
HGNC:31919	Withdrawn	PSORS10	
HGNC:31941	Withdrawn	ANIB2	
HGNC:31942	Withdrawn	ANIB3	
HGNC:31943	Withdrawn	ANIB4	
HGNC:31965	Merged/Split	DFNB77	HGNC:26521
HGNC:31975	Merged/Split	PDZK1P2	HGNC:31974
HGNC:31977	Merged/Split	CBWD7	HGNC:31978
HGNC:31985	Merged/Split	GPR89C	HGNC:13840
HGNC:31994	Merged/Split	KIAA1245	HGNC:24297
HGNC:31996	Merged/Split	NBPF16	HGNC:28791
HGNC:32002	Merged/Split	SPATA31A2	HGNC:23394
HGNC:32004	Merged/Split	SPATA31A4	HGNC:32007
HGNC:32014	Merged/Split	FAM27E1	HGNC:32013
HGNC:32021	Withdrawn	C1orf134	
HGNC:32030	Merged/Split	FAM74A2	HGNC:32032
HGNC:32039	Withdrawn	C1orf136	
HGNC:32052	Merged/Split	MIR453	HGNC:38349
HGNC:32078	Merged/Split	MIR511-2	HGNC:32077
HGNC:32157	Merged/Split	C1orf178	HGNC:33624
HGNC:32192	Merged/Split	DFNB67	HGNC:21253
HGNC:32193	Merged/Split	DFNB66	HGNC:18141
HGNC:32197	Merged/Split	UBE2D5P	HGNC:33349
HGNC:32230	Merged/Split	LGMD1G	HGNC:5037
HGNC:32244	Merged/Split	REXO1L7P	HGNC:32243
HGNC:32274	Withdrawn	C8orf60	
HGNC:32277	Merged/Split	C8orf61	HGNC:2079
HGNC:32282	Withdrawn	C8orf66	
HGNC:32285	Merged/Split	ZNF742	HGNC:13124
HGNC:32288	Withdrawn	FAM93A	
HGNC:32289	Withdrawn	FAM93B	
HGNC:32290	Merged/Split	ERICH1-AS1	HGNC:2906
HGNC:32303	Withdrawn	MCDR4	
HGNC:32314	Withdrawn	SPG32	
HGNC:32323	Merged/Split	FAM203B	HGNC:24161
HGNC:32329	Withdrawn	C1orf193	
HGNC:32336	Merged/Split	C1orf196	HGNC:29173
HGNC:32338	Withdrawn	C1orf197	
HGNC:32352	Merged/Split	VSIG6	HGNC:5658
HGNC:32353	Merged/Split	VSIG7	HGNC:5569
HGNC:32354	Withdrawn	C15orf35	
HGNC:32358	Merged/Split	LINC00594	HGNC:19712
HGNC:32364	Withdrawn	C15orf45	
HGNC:32365	Merged/Split	C11orf43	HGNC:5466
HGNC:32383	Merged/Split	RP33	HGNC:30859
HGNC:32384	Merged/Split	MPD2	HGNC:6912
HGNC:32391	Withdrawn	PCNT1	
HGNC:32407	Merged/Split	C3orf7	HGNC:2215
HGNC:32439	Withdrawn	XRCC6BP2	
HGNC:32546	Withdrawn	C11orf62	
HGNC:32549	Withdrawn	MYP4	
HGNC:32551	Withdrawn	MYP12	
HGNC:32552	Withdrawn	CMD1Q	
HGNC:32582	Withdrawn	MYP13	
HGNC:32739	Withdrawn	SNORD3@	
HGNC:32778	Withdrawn	SNORD113@	
HGNC:32779	Withdrawn	SNORD114@	
HGNC:32780	Withdrawn	SNORD115@	
HGNC:32781	Withdrawn	SNORD116@	
HGNC:32782	Withdrawn	CLN9	
HGNC:32785	Withdrawn	EVR3	
HGNC:32786	Withdrawn	OPA4	
HGNC:32787	Withdrawn	OPA5	
HGNC:32816	Withdrawn	MIRN560	
HGNC:32821	Withdrawn	MIRN565	
HGNC:32822	Withdrawn	MIR566	
HGNC:32850	Withdrawn	MIRN594	
HGNC:32939	Withdrawn	OTSC8	
HGNC:32944	Withdrawn	SPG34	
HGNC:32945	Merged/Split	SPG35	HGNC:21197
HGNC:32959	Merged/Split	C22orf35	HGNC:33425
HGNC:32973	Withdrawn	SCAX2	
HGNC:32974	Withdrawn	SCAX3	
HGNC:32975	Withdrawn	SCAX4	
HGNC:32976	Withdrawn	SCAR3	
HGNC:32977	Merged/Split	SCAR5	HGNC:28986
HGNC:32978	Merged/Split	SCAR7	HGNC:2073
HGNC:33103	Merged/Split	DFNB70	HGNC:23166
HGNC:33120	Withdrawn	GLC1L	
HGNC:33121	Withdrawn	DFNB69	
HGNC:33123	Withdrawn	DFNA55	
HGNC:33124	Merged/Split	DFNA56	HGNC:5318
HGNC:33142	Merged/Split	MIRN768	HGNC:32732
HGNC:33144	Withdrawn	MIRN801	
HGNC:33157	Merged/Split	SAX2	HGNC:6317
HGNC:33161	Withdrawn	RP34	
HGNC:33162	Withdrawn	GLC1M	
HGNC:33163	Withdrawn	GLC1N	
HGNC:33170	Withdrawn	OPA6	
HGNC:33172	Withdrawn	DFNB71	
HGNC:33204	Withdrawn	ZNF705F	
HGNC:33210	Merged/Split	VN2R4P	HGNC:33209
HGNC:33211	Merged/Split	VN2R5P	HGNC:33209
HGNC:33214	Merged/Split	VN2R8P	HGNC:33209
HGNC:33239	Merged/Split	DFNB72	HGNC:18183
HGNC:33240	Withdrawn	SPG36	
HGNC:33243	Withdrawn	MRT4	
HGNC:33244	Withdrawn	MACOM	
HGNC:33266	Merged/Split	ZNF816B	HGNC:13158
HGNC:33269	Merged/Split	CT45A4	HGNC:33268
HGNC:33306	Withdrawn	QQQQABCA1	
HGNC:33307	Withdrawn	QQQQT5aa	
HGNC:33314	Withdrawn	POU5F1P8	
HGNC:33318	Withdrawn	TGIF2P3	
HGNC:33319	Withdrawn	TGIF2P4	
HGNC:33320	Withdrawn	TGIF2P2	
HGNC:33344	Withdrawn	SATB1P1	
HGNC:33355	Merged/Split	ANE1	HGNC:9848
