HGNC_ID	STATUS	WITHDRAWN_SYMBOL	MERGED_INTO_REPORT(S) (i.e HGNC_ID
HGNC:7278	Merged/Split	MRX46	HGNC:685
HGNC:7279	Merged/Split	MRX47	HGNC:8592
HGNC:7280	Merged/Split	MRX48	HGNC:4226
HGNC:7281	Withdrawn	MRX49	
HGNC:7282	Withdrawn	MRX5	
HGNC:7283	Merged/Split	MRX50	HGNC:11494
HGNC:7284	Withdrawn	MRX51	
HGNC:7285	Merged/Split	MRX52	HGNC:886
HGNC:7286	Withdrawn	MRX53	
HGNC:7287	Merged/Split	MRX54	HGNC:18060
HGNC:7288	Merged/Split	MRX55	HGNC:9330
HGNC:7289	Withdrawn	MRX56	
HGNC:7290	Withdrawn	MRX57	
HGNC:7291	Merged/Split	MRX58	HGNC:11854
HGNC:7292	Merged/Split	MRX59	HGNC:560
HGNC:7293	Withdrawn	MRX6	
HGNC:7294	Merged/Split	MRX60	HGNC:8148
HGNC:7295	Withdrawn	MRX61	
HGNC:7296	Merged/Split	MRX62	HGNC:20439
HGNC:7297	Merged/Split	MRX63	HGNC:3571
HGNC:7298	Withdrawn	MRX64	
HGNC:7299	Merged/Split	MRX65	HGNC:13128
HGNC:7300	Withdrawn	MRX66	
HGNC:7301	Withdrawn	MRX67	
HGNC:7302	Merged/Split	MRX68	HGNC:3571
HGNC:7303	Withdrawn	MRX69	
HGNC:7304	Withdrawn	MRX7	
HGNC:7305	Withdrawn	MRX70	
HGNC:7306	Merged/Split	MRX72	HGNC:16499
HGNC:7307	Withdrawn	MRX73	
HGNC:7308	Merged/Split	MRX74	HGNC:26233
HGNC:7309	Withdrawn	MRX75	
HGNC:7310	Merged/Split	MRX76	HGNC:18060
HGNC:7311	Withdrawn	MRX8	
HGNC:7312	Merged/Split	MRX9	HGNC:13254
HGNC:7313	Withdrawn	MRXS7	
HGNC:7314	Withdrawn	MS	
HGNC:7320	Merged/Split	MSBP3	HGNC:13994
HGNC:7322	Withdrawn	MSD	
HGNC:7324	Merged/Split	MSG1	HGNC:1986
HGNC:7331	Withdrawn	MSK1	
HGNC:7332	Withdrawn	MSK10	
HGNC:7333	Withdrawn	MSK11	
HGNC:7334	Merged/Split	MSK12	HGNC:6153
HGNC:7335	Withdrawn	MSK13	
HGNC:7336	Withdrawn	MSK14	
HGNC:7337	Withdrawn	MSK15	
HGNC:7338	Merged/Split	MSK16	HGNC:319
HGNC:7339	Withdrawn	MSK17	
HGNC:7340	Merged/Split	MSK18	HGNC:6139
HGNC:7341	Withdrawn	MSK19	
HGNC:7342	Withdrawn	MSK2	
HGNC:7343	Withdrawn	MSK20	
HGNC:7344	Merged/Split	MSK21	HGNC:1689
HGNC:7345	Withdrawn	MSK22	
HGNC:7346	Withdrawn	MSK23	
HGNC:7347	Withdrawn	MSK24	
HGNC:7348	Withdrawn	MSK25	
HGNC:7349	Withdrawn	MSK26	
HGNC:7350	Withdrawn	MSK27	
HGNC:7351	Withdrawn	MSK28	
HGNC:7352	Withdrawn	MSK29	
HGNC:7353	Withdrawn	MSK3	
HGNC:7354	Withdrawn	MSK30	
HGNC:7355	Withdrawn	MSK31	
HGNC:7356	Withdrawn	MSK32	
HGNC:7357	Withdrawn	MSK33	
HGNC:7358	Withdrawn	MSK34	
HGNC:7359	Withdrawn	MSK35	
HGNC:7360	Withdrawn	MSK36	
HGNC:7361	Withdrawn	MSK37	
HGNC:7362	Withdrawn	MSK38	
HGNC:7363	Withdrawn	MSK39	
HGNC:7364	Withdrawn	MSK4	
HGNC:7365	Withdrawn	MSK40	
HGNC:7366	Withdrawn	MSK41	
HGNC:7367	Withdrawn	MSK7	
HGNC:7368	Merged/Split	MSK8	HGNC:6150
HGNC:7369	Withdrawn	MSK9	
HGNC:7375	Withdrawn	MSNL2	
HGNC:7378	Merged/Split	MSS	HGNC:24624
HGNC:7379	Merged/Split	MSSE	HGNC:11772
HGNC:7388	Merged/Split	MST1P7	HGNC:7390
HGNC:7403	Merged/Split	MT1K	HGNC:14296
HGNC:7412	Merged/Split	MTACR1	HGNC:12797
HGNC:7418	Merged/Split	MTC1	HGNC:9967
HGNC:7429	Merged/Split	MTH1	HGNC:8048
HGNC:7430	Merged/Split	MTHFC	HGNC:7432
HGNC:7431	Merged/Split	MTHFD	HGNC:7432
HGNC:7435	Merged/Split	MTHFDP1	HGNC:7433
HGNC:7445	Merged/Split	MTL4	HGNC:16120
HGNC:7474	Merged/Split	MTS1	HGNC:10494
HGNC:7503	Merged/Split	MTX	HGNC:7504
HGNC:7507	Merged/Split	MTXP	HGNC:7505
HGNC:7509	Merged/Split	MUC11	HGNC:7510
HGNC:7520	Merged/Split	MUC9	HGNC:8524
HGNC:7522	Withdrawn	MUCRX	
HGNC:7524	Merged/Split	MUM1	HGNC:6119
HGNC:7528	Withdrawn	MUW53	
HGNC:7535	Merged/Split	MXRA1	HGNC:817
HGNC:7536	Merged/Split	MXRA2	HGNC:14652
HGNC:7537	Merged/Split	MXRA3	HGNC:29300
HGNC:7538	Merged/Split	MXRA4	HGNC:15855
HGNC:7540	Merged/Split	MXRA6	HGNC:11973
HGNC:7543	Merged/Split	MXS1	HGNC:11854
HGNC:7558	Withdrawn	MYCLK1	
HGNC:7560	Withdrawn	MYCP	
HGNC:7561	Merged/Split	MYD118	HGNC:4096
HGNC:7564	Merged/Split	MYF3	HGNC:7611
HGNC:7570	Merged/Split	MYH12	HGNC:7602
HGNC:7575	Merged/Split	MYH5	HGNC:31038
HGNC:7580	Withdrawn	MYHK	
HGNC:7581	Merged/Split	MYHL	HGNC:7595
HGNC:7592	Withdrawn	MYLL1	
HGNC:7615	Withdrawn	MYP1	
HGNC:7616	Withdrawn	MYP2	
HGNC:7617	Withdrawn	MYP3	
HGNC:7620	Withdrawn	MYSA	
HGNC:7621	Merged/Split	MYSB	HGNC:1402
HGNC:7624	Withdrawn	MYT2	
HGNC:7625	Merged/Split	NA	HGNC:12811
HGNC:7628	Merged/Split	NAC	HGNC:12811
HGNC:7630	Merged/Split	NACB	HGNC:1125
HGNC:7633	Merged/Split	NAGR1	HGNC:5046
HGNC:7635	Merged/Split	NAMSD	HGNC:8768
HGNC:7636	Merged/Split	NANTA3	HGNC:10864
HGNC:7647	Merged/Split	NBCCS	HGNC:9585
HGNC:7649	Merged/Split	NBIA1	HGNC:15894
HGNC:7651	Merged/Split	NBP1	HGNC:8041
HGNC:7653	Merged/Split	NCA	HGNC:1818
HGNC:7654	Merged/Split	NCAD	HGNC:1759
HGNC:7663	Merged/Split	NCK	HGNC:7664
HGNC:7674	Merged/Split	NCX1	HGNC:11068
HGNC:7676	Merged/Split	NDNL1	HGNC:6814
HGNC:7709	Merged/Split	NDUFS2L	HGNC:7693
HGNC:7721	Merged/Split	NEC1	HGNC:8743
HGNC:7722	Merged/Split	NEC2	HGNC:8744
HGNC:7724	Merged/Split	NEDD10	HGNC:29416
HGNC:7725	Merged/Split	NEDD2	HGNC:1503
HGNC:7726	Merged/Split	NEDD3	HGNC:3029
HGNC:7730	Merged/Split	NEDD6	HGNC:10299
HGNC:7731	Merged/Split	NEDD7	HGNC:5229
HGNC:7735	Merged/Split	NEF4	HGNC:9461
HGNC:7736	Merged/Split	NEF5	HGNC:6057
HGNC:7740	Withdrawn	NEFLL1	
HGNC:7741	Withdrawn	NEFLL2	
HGNC:7742	Merged/Split	NEGF1	HGNC:9630
HGNC:7743	Merged/Split	NEGF2	HGNC:6972
HGNC:7747	Merged/Split	STK2	HGNC:11399
HGNC:7752	Merged/Split	NEM1	HGNC:12012
HGNC:7753	Merged/Split	NEM2	HGNC:7720
HGNC:7755	Merged/Split	NEP	HGNC:2730
HGNC:7757	Merged/Split	NET1	HGNC:11051
HGNC:7768	Withdrawn	NF1L3	
HGNC:7779	Withdrawn	NFATC5	
HGNC:7789	Withdrawn	NFIXL1	
HGNC:7790	Withdrawn	NFIXL2	
HGNC:7791	Withdrawn	NFIXL3	
HGNC:7792	Withdrawn	NFIXL4	
HGNC:7793	Withdrawn	NFIXL5	
HGNC:7796	Merged/Split	NFKB3	HGNC:9955
HGNC:7810	Merged/Split	NGL	HGNC:3430
HGNC:7811	Withdrawn	NHCP1	
HGNC:7812	Withdrawn	NHCP2	
HGNC:7813	Merged/Split	NHE1	HGNC:11071
HGNC:7814	Merged/Split	NHE2	HGNC:11072
HGNC:7815	Merged/Split	NHE3	HGNC:11073
HGNC:7816	Merged/Split	NHE3P	HGNC:11074
HGNC:7822	Withdrawn	NIDDM1	
HGNC:7823	Withdrawn	NIDDM2	
HGNC:7826	Withdrawn	NIP1L	
HGNC:7829	Merged/Split	NKG2	HGNC:6374
HGNC:7831	Merged/Split	NKR	HGNC:6373
HGNC:7832	Withdrawn	NKS1	
HGNC:7834	Merged/Split	NKX2A	HGNC:11825
HGNC:7840	Merged/Split	NLVCF	HGNC:14491
HGNC:7841	Withdrawn	NM	
HGNC:7844	Merged/Split	NMDAR1	HGNC:4584
HGNC:7845	Merged/Split	NMDAR2A	HGNC:4585
HGNC:7846	Merged/Split	NMDAR2B	HGNC:4586
HGNC:7847	Merged/Split	NMDAR2C	HGNC:4587
HGNC:7848	Merged/Split	NMDARA1	HGNC:4589
HGNC:7855	Merged/Split	NMOR1	HGNC:2874
HGNC:7862	Withdrawn	NNO1	
HGNC:7868	Withdrawn	NOL2	
HGNC:7888	Merged/Split	NOVA3	HGNC:7887
HGNC:7893	Merged/Split	NPAP60L	HGNC:8065
HGNC:7902	Merged/Split	NPH1	HGNC:7905
HGNC:7903	Merged/Split	NPHL1	HGNC:2023
HGNC:7904	Merged/Split	NPHL2	HGNC:2023
HGNC:7906	Merged/Split	NPHP2	HGNC:17870
HGNC:7917	Merged/Split	NPM1P15	HGNC:7923
HGNC:7918	Merged/Split	NPM1P16	HGNC:7927
HGNC:7932	Merged/Split	NPMP1	HGNC:7911
HGNC:7933	Merged/Split	NPMP2	HGNC:7922
HGNC:7934	Merged/Split	NPMP3	HGNC:7923
HGNC:7935	Merged/Split	NPMP4	HGNC:7924
HGNC:7936	Merged/Split	NPMP5	HGNC:7925
HGNC:7937	Merged/Split	NPMP6	HGNC:7926
HGNC:7938	Merged/Split	NPMP7	HGNC:7927
HGNC:7942	Merged/Split	NPPS	HGNC:3356
HGNC:7946	Merged/Split	NPRA	HGNC:7943
HGNC:7947	Merged/Split	NPRB	HGNC:7944
HGNC:7948	Merged/Split	NPRC	HGNC:7945
HGNC:7949	Merged/Split	NPS1	HGNC:6654
HGNC:7950	Merged/Split	NPT1	HGNC:10929
HGNC:7951	Merged/Split	NPT2	HGNC:11019
HGNC:7964	Withdrawn	NR1H1	
HGNC:7986	Merged/Split	NRAMP1	HGNC:10907
HGNC:7987	Merged/Split	NRAMP2	HGNC:10908
HGNC:7990	Withdrawn	NRASL1	
HGNC:7991	Withdrawn	NRASL2	
HGNC:7992	Withdrawn	NRASL3	
HGNC:8006	Merged/Split	NRPB	HGNC:3345
HGNC:8012	Merged/Split	NS1	HGNC:9644
HGNC:8018	Merged/Split	NSP	HGNC:10467
HGNC:8019	Merged/Split	NSX	HGNC:9173
HGNC:8020	Withdrawn	NT3	
HGNC:8034	Merged/Split	NTRK4	HGNC:2730
HGNC:8035	Merged/Split	NTRKR1	HGNC:10256
HGNC:8036	Merged/Split	NTRKR2	HGNC:10257
HGNC:8037	Merged/Split	NTRKR3	HGNC:2731
HGNC:8069	Merged/Split	NURR1	HGNC:7981
HGNC:8080	Withdrawn	NYS2	
HGNC:8081	Withdrawn	NYS3	
HGNC:8083	Merged/Split	OA1	HGNC:20145
HGNC:8084	Withdrawn	OA3	
HGNC:8085	Withdrawn	OAP	
HGNC:8089	Withdrawn	OASD	
HGNC:8098	Merged/Split	OB	HGNC:6553
HGNC:8099	Merged/Split	OBS	HGNC:6553
HGNC:8102	Merged/Split	OCD1	HGNC:11050
HGNC:8103	Withdrawn	OCLM	
HGNC:8106	Merged/Split	OCP1	HGNC:13581
HGNC:8107	Merged/Split	OCP2	HGNC:33696
HGNC:8112	Merged/Split	ODDD	HGNC:4274
HGNC:8115	Merged/Split	ODG1	HGNC:3969
HGNC:8116	Merged/Split	ODT1	HGNC:3157
HGNC:8118	Withdrawn	OED	
HGNC:8119	Withdrawn	OFC#	
HGNC:8120	Withdrawn	OFC1	
HGNC:8121	Withdrawn	OFC2	
HGNC:8122	Withdrawn	OFC3	
HGNC:8123	Merged/Split	CXorf5	HGNC:2567
HGNC:8128	Merged/Split	OI4	HGNC:2198
HGNC:8129	Merged/Split	OIAS	HGNC:8086
HGNC:8130	Merged/Split	OK	HGNC:1116
HGNC:8131	Withdrawn	OLFR@	
HGNC:8132	Merged/Split	OLFR1	HGNC:8183
HGNC:8137	Merged/Split	ON	HGNC:11219
HGNC:8141	Withdrawn	OPA2	
HGNC:8144	Merged/Split	OPD1	HGNC:3754
HGNC:8145	Merged/Split	OPD2	HGNC:3754
HGNC:8146	Withdrawn	OPEM	
HGNC:8147	Merged/Split	OPG	HGNC:11909
HGNC:8150	Merged/Split	OPMD	HGNC:8565
HGNC:8151	Merged/Split	OPN	HGNC:11255
HGNC:8152	Merged/Split	OPPG	HGNC:6697
HGNC:8159	Merged/Split	OPTX2	HGNC:10892
HGNC:8160	Merged/Split	OR10A1	HGNC:15131
HGNC:8164	Merged/Split	OR10B2	HGNC:8163
HGNC:8167	Merged/Split	OR10D2P	HGNC:8166
HGNC:8187	Merged/Split	OR1D6P	HGNC:8184
HGNC:8188	Merged/Split	OR1D7P	HGNC:8184
HGNC:8192	Merged/Split	OR1E4	HGNC:8190
HGNC:8193	Merged/Split	OR1E5	HGNC:8189
HGNC:8195	Withdrawn	OR1F11	
HGNC:8197	Merged/Split	OR1F3P	HGNC:8196
HGNC:8198	Merged/Split	OR1F4	HGNC:8194
HGNC:8199	Merged/Split	OR1F5	HGNC:8194
HGNC:8200	Merged/Split	OR1F6	HGNC:8194
HGNC:8201	Merged/Split	OR1F7	HGNC:8194
HGNC:8202	Merged/Split	OR1F8	HGNC:8194
HGNC:8203	Merged/Split	OR1F9	HGNC:8194
HGNC:8205	Merged/Split	OR1G2	HGNC:8204
HGNC:8210	Merged/Split	OR1J3	HGNC:8209
HGNC:8214	Merged/Split	OR1L2	HGNC:8213
HGNC:8217	Merged/Split	OR1L5	HGNC:8216
HGNC:8219	Merged/Split	OR1L7	HGNC:8218
HGNC:8224	Merged/Split	OR1Q2	HGNC:8223
HGNC:8225	Merged/Split	OR1Q3	HGNC:8223
HGNC:8228	Merged/Split	OR20A1P	HGNC:8226
HGNC:8233	Merged/Split	OR2A6	HGNC:15084
HGNC:8235	Merged/Split	OR2A8	HGNC:8232
HGNC:8237	Merged/Split	OR2B1P	HGNC:8241
HGNC:8240	Merged/Split	OR2B5	HGNC:8241
HGNC:8243	Merged/Split	OR2D1	HGNC:8244
HGNC:8245	Merged/Split	OR2E2	HGNC:15507
HGNC:8248	Merged/Split	OR2F3	HGNC:8246
HGNC:8249	Merged/Split	OR2F4	HGNC:8246
HGNC:8250	Merged/Split	OR2F5	HGNC:8246
HGNC:8254	Withdrawn	OR2H3	
HGNC:8257	Merged/Split	OR2H6	HGNC:8252
HGNC:8263	Withdrawn	OR2K1	
HGNC:8285	Merged/Split	OR3A4	HGNC:15510
HGNC:8287	Merged/Split	OR3A6	HGNC:8284
HGNC:8288	Merged/Split	OR3A7	HGNC:8284
HGNC:8295	Merged/Split	OR4D3	HGNC:8293
HGNC:8305	Merged/Split	OR4H10P	HGNC:8312
HGNC:8306	Merged/Split	OR4H11P	HGNC:8312
HGNC:8307	Merged/Split	OR4H1P	HGNC:8312
HGNC:8308	Merged/Split	OR4H2P	HGNC:8312
HGNC:8309	Merged/Split	OR4H3P	HGNC:8312
HGNC:8310	Merged/Split	OR4H4P	HGNC:8312
HGNC:8311	Merged/Split	OR4H5P	HGNC:8312
HGNC:8313	Merged/Split	OR4H7P	HGNC:8312
HGNC:8314	Merged/Split	OR4H8P	HGNC:8312
HGNC:8315	Merged/Split	OR4H9P	HGNC:8312
HGNC:8317	Merged/Split	OR51B1P	HGNC:14703
HGNC:8321	Merged/Split	OR5B11P	HGNC:8320
HGNC:8325	Merged/Split	OR5B4P	HGNC:8320
HGNC:8326	Merged/Split	OR5B5P	HGNC:8322
HGNC:8327	Merged/Split	OR5B6P	HGNC:8322
HGNC:8328	Merged/Split	OR5B7P	HGNC:8322
HGNC:8329	Merged/Split	OR5B8P	HGNC:8322
HGNC:8330	Merged/Split	OR5B9P	HGNC:8322
HGNC:8332	Merged/Split	OR5D11P	HGNC:8335
HGNC:8333	Merged/Split	OR5D12P	HGNC:8335
HGNC:8334	Merged/Split	OR5D1P	HGNC:8335
HGNC:8337	Merged/Split	OR5D4	HGNC:8336
HGNC:8338	Merged/Split	OR5D5P	HGNC:8335
HGNC:8339	Merged/Split	OR5D6P	HGNC:8335
HGNC:8340	Merged/Split	OR5D7P	HGNC:8335
HGNC:8341	Merged/Split	OR5D8P	HGNC:8335
HGNC:8345	Merged/Split	OR5G2P	HGNC:8344
HGNC:8353	Merged/Split	OR6A1	HGNC:15301
HGNC:8358	Merged/Split	OR7A12P	HGNC:8366
HGNC:8359	Merged/Split	OR7A13P	HGNC:8366
HGNC:8360	Merged/Split	OR7A14P	HGNC:8366
HGNC:8362	Merged/Split	OR7A16P	HGNC:8361
HGNC:8365	Merged/Split	OR7A2	HGNC:8370
HGNC:8367	Merged/Split	OR7A4P	HGNC:8361
HGNC:8369	Merged/Split	OR7A6P	HGNC:8364
HGNC:8372	Merged/Split	OR7A9P	HGNC:8371
HGNC:8375	Merged/Split	OR7C3	HGNC:8374
HGNC:8376	Merged/Split	OR7C4	HGNC:8373
HGNC:8379	Merged/Split	OR7D3P	HGNC:8377
HGNC:8388	Merged/Split	OR7E17P	HGNC:8387
HGNC:8392	Merged/Split	OR7E20P	HGNC:8442
HGNC:8399	Merged/Split	OR7E27P	HGNC:8400
HGNC:8403	Withdrawn	OR7E30P	
HGNC:8405	Merged/Split	OR7E32P	HGNC:8404
HGNC:8407	Withdrawn	OR7E34P	
HGNC:8413	Merged/Split	OR7E3P	HGNC:14709
HGNC:8414	Merged/Split	OR7E40P	HGNC:15365
HGNC:8416	Merged/Split	OR7E42P	HGNC:8386
HGNC:8418	Withdrawn	OR7E44P	
HGNC:8419	Withdrawn	OR7E45P	
HGNC:8422	Withdrawn	OR7E48P	
HGNC:8423	Merged/Split	OR7E49P	HGNC:8393
HGNC:8425	Merged/Split	OR7E50P	HGNC:8415
HGNC:8426	Merged/Split	OR7E51P	HGNC:8402
HGNC:8427	Withdrawn	OR7E52P	
HGNC:8429	Merged/Split	OR7E54P	HGNC:14690
HGNC:8431	Merged/Split	OR7E56P	HGNC:8430
HGNC:8432	Withdrawn	OR7E57P	
HGNC:8433	Merged/Split	OR7E58P	HGNC:8383
HGNC:8436	Merged/Split	OR7E60P	HGNC:8387
HGNC:8437	Merged/Split	OR7E61	HGNC:8389
HGNC:8439	Merged/Split	OR7E63P	HGNC:8438
HGNC:8440	Merged/Split	OR7E64P	HGNC:8438
HGNC:8441	Merged/Split	OR7E65	HGNC:8390
HGNC:8443	Merged/Split	OR7E67P	HGNC:8398
HGNC:8444	Merged/Split	OR7E68P	HGNC:15126
HGNC:8445	Merged/Split	OR7E69P	HGNC:8398
HGNC:8446	Merged/Split	OR7E6P	HGNC:8442
HGNC:8447	Merged/Split	OR7E70P	HGNC:8398
HGNC:8448	Merged/Split	OR7E71P	HGNC:15126
HGNC:8449	Merged/Split	OR7E72P	HGNC:15126
HGNC:8450	Merged/Split	OR7E73P	HGNC:15126
HGNC:8451	Merged/Split	OR7E74P	HGNC:15126
HGNC:8452	Merged/Split	OR7E75P	HGNC:15126
HGNC:8453	Merged/Split	OR7E76	HGNC:8411
HGNC:8454	Withdrawn	OR7E77P	
HGNC:8455	Merged/Split	OR7E78P	HGNC:8428
HGNC:8456	Merged/Split	OR7E79P	HGNC:8383
HGNC:8459	Withdrawn	OR7E9P	
HGNC:8460	Merged/Split	OR7F2P	HGNC:8402
HGNC:8461	Merged/Split	OR7F3P	HGNC:14709
HGNC:8462	Merged/Split	OR7F4P	HGNC:8424
HGNC:8463	Merged/Split	OR7F5P	HGNC:8435
HGNC:8464	Merged/Split	OR7F6P	HGNC:8415
HGNC:8479	Merged/Split	OR8C3P	HGNC:8478
HGNC:8480	Merged/Split	OR8C4P	HGNC:8478
HGNC:8483	Merged/Split	OR8D3	HGNC:8481
HGNC:8492	Merged/Split	ORCTL2	HGNC:10964
HGNC:8493	Merged/Split	ORCTL2S	HGNC:10965
HGNC:8500	Merged/Split	ORNT1	HGNC:10985
HGNC:8501	Merged/Split	ORW1	HGNC:3349
HGNC:8502	Merged/Split	ORW2	HGNC:175
HGNC:8505	Merged/Split	OSIL	HGNC:11280
HGNC:8509	Merged/Split	OSRC	HGNC:9884
HGNC:8511	Merged/Split	OT	HGNC:8528
HGNC:8513	Merged/Split	OTF3	HGNC:9221
HGNC:8519	Withdrawn	OTSC1	
HGNC:8520	Withdrawn	OTSC2	
HGNC:8523	Merged/Split	OVD1A	HGNC:986
HGNC:8530	Merged/Split	P	HGNC:8101
HGNC:8531	Merged/Split	P1	HGNC:18149
HGNC:8532	Withdrawn	P200	
HGNC:8544	Merged/Split	P2RY7	HGNC:6713
HGNC:8545	Merged/Split	P4HA	HGNC:8546
HGNC:8552	Merged/Split	PAB1	HGNC:8554
HGNC:8553	Merged/Split	PABP2	HGNC:8565
HGNC:8555	Merged/Split	PABPC2	HGNC:8554
HGNC:8561	Merged/Split	PABPCP4	HGNC:8559
HGNC:8562	Merged/Split	PABPL1	HGNC:37992
HGNC:8564	Merged/Split	PABPL3	HGNC:8556
HGNC:8580	Merged/Split	PAGA	HGNC:9352
HGNC:8581	Merged/Split	PAGB	HGNC:11711
HGNC:8585	Withdrawn	SERPINB2L1	
HGNC:8586	Withdrawn	SERPINB2L2	
HGNC:8593	Merged/Split	PALB	HGNC:12405
HGNC:8595	Merged/Split	PALS	HGNC:2528
HGNC:8597	Merged/Split	PANG	HGNC:2173
HGNC:8606	Merged/Split	PARK1	HGNC:11138
HGNC:8608	Withdrawn	PARK3	
HGNC:8610	Merged/Split	PAST1	HGNC:3242
HGNC:8611	Merged/Split	PAST2	HGNC:3243
HGNC:8612	Merged/Split	PAST3	HGNC:3244
HGNC:8613	Merged/Split	PAST4	HGNC:3245
HGNC:8625	Withdrawn	PBCRA1	
HGNC:8626	Merged/Split	PBDX	HGNC:12806
HGNC:8627	Withdrawn	PBG1	
HGNC:8628	Merged/Split	PBGD	HGNC:4982
HGNC:8629	Merged/Split	PBM1	HGNC:7135
HGNC:8631	Merged/Split	PBT	HGNC:6342
HGNC:8639	Merged/Split	PCANAP1	HGNC:17885
HGNC:8640	Merged/Split	PCANAP2	HGNC:8642
HGNC:8641	Merged/Split	PCANAP5	HGNC:31677
HGNC:8643	Merged/Split	PCANAP7	HGNC:11514
HGNC:8644	Merged/Split	PCANAP8	HGNC:8642
HGNC:8645	Withdrawn	PCAP	
HGNC:8658	Merged/Split	PCDH2	HGNC:8716
HGNC:8720	Withdrawn	PCH1	
HGNC:8721	Withdrawn	PCH2	
HGNC:8722	Merged/Split	PCHC1	HGNC:6427
HGNC:8726	Merged/Split	PCLD	HGNC:9411
HGNC:8730	Withdrawn	PCNAL	
HGNC:8731	Withdrawn	PCNAP	
HGNC:8735	Merged/Split	PCNXL1	HGNC:19740
HGNC:8737	Merged/Split	PCOLC	HGNC:1067
HGNC:8741	Withdrawn	PCOS1	
HGNC:8745	Merged/Split	PCSK3	HGNC:8568
HGNC:8753	Merged/Split	PCYT1	HGNC:8754
HGNC:8757	Withdrawn	PDB1	
HGNC:8758	Merged/Split	PDB2	HGNC:11908
HGNC:8771	Merged/Split	PDDR	HGNC:2606
HGNC:8796	Merged/Split	PDEA	HGNC:8785
HGNC:8797	Merged/Split	PDEB	HGNC:8786
HGNC:8798	Merged/Split	PDEG	HGNC:8789
HGNC:8802	Merged/Split	PDGFR	HGNC:8804
HGNC:8813	Merged/Split	PDNP1	HGNC:3356
HGNC:8814	Merged/Split	PDNP2	HGNC:3357
HGNC:8815	Merged/Split	PDNP3	HGNC:3358
HGNC:8817	Withdrawn	PDR	
HGNC:8825	Withdrawn	PEE1	
HGNC:8832	Merged/Split	PENT	HGNC:9160
HGNC:8833	Merged/Split	PEO	HGNC:1160
HGNC:8834	Merged/Split	PEO1	HGNC:1160
HGNC:8835	Merged/Split	PEO2	HGNC:10990
HGNC:8836	Merged/Split	PEO3	HGNC:10990
HGNC:8837	Merged/Split	PEPA	HGNC:24437
HGNC:8842	Merged/Split	PEPN	HGNC:500
HGNC:8843	Merged/Split	PEPS	HGNC:18449
HGNC:8844	Merged/Split	PER	HGNC:8845
HGNC:8865	Merged/Split	PFD	HGNC:2771
HGNC:8870	Merged/Split	PFIC1	HGNC:3706
HGNC:8871	Merged/Split	PFIC2	HGNC:42
HGNC:8879	Merged/Split	PFKX	HGNC:8877
HGNC:8880	Merged/Split	PFM1	HGNC:7392
HGNC:8884	Withdrawn	PGA@	
HGNC:8894	Merged/Split	PGFL	HGNC:8893
HGNC:8900	Merged/Split	PGL1	HGNC:10683
HGNC:8901	Merged/Split	PGL2	HGNC:26034
HGNC:8902	Merged/Split	PGL3	HGNC:10682
HGNC:8911	Merged/Split	MRXS5	HGNC:560
HGNC:8917	Merged/Split	PHC	HGNC:10989
HGNC:8922	Merged/Split	PHF4	HGNC:25161
HGNC:8924	Merged/Split	PHK	HGNC:8926
HGNC:8935	Merged/Split	PHLL1	HGNC:2384
HGNC:8936	Merged/Split	PHP	HGNC:11199
HGNC:8937	Merged/Split	PHS	HGNC:4319
HGNC:8938	Merged/Split	PHTF	HGNC:8939
HGNC:8954	Withdrawn	PI8L2	
HGNC:8969	Merged/Split	PIH	HGNC:8825
HGNC:8970	Merged/Split	PIK3C1	HGNC:8976
HGNC:8990	Withdrawn	PIN1L2	
HGNC:8991	Withdrawn	PIN3	
HGNC:9000	Merged/Split	PIT1	HGNC:9210
HGNC:9010	Merged/Split	PKD2L	HGNC:9011
HGNC:9013	Withdrawn	PKD3	
HGNC:9014	Merged/Split	PKDL	HGNC:9011
HGNC:9027	Merged/Split	PLA2A	HGNC:9030
HGNC:9028	Merged/Split	PLA2B	HGNC:9031
HGNC:9034	Merged/Split	PLA2G4	HGNC:9035
HGNC:9041	Merged/Split	PLA2L	HGNC:8100
HGNC:9048	Merged/Split	PLANH1	HGNC:8583
HGNC:9049	Merged/Split	PLANH2	HGNC:8584
HGNC:9050	Merged/Split	PLANH3	HGNC:8723
HGNC:9054	Merged/Split	PLC1	HGNC:9065
HGNC:9078	Merged/Split	PLM	HGNC:4025
HGNC:9079	Merged/Split	PLML	HGNC:4027
HGNC:9084	Merged/Split	PLOSL	HGNC:12449
HGNC:9085	Merged/Split	PLP	HGNC:9086
HGNC:9088	Merged/Split	PLPB1	HGNC:7622
HGNC:9094	Merged/Split	PLXN1	HGNC:9099
HGNC:9095	Merged/Split	PLXN2	HGNC:9100
HGNC:9096	Merged/Split	PLXN4	HGNC:9101
HGNC:9097	Merged/Split	PLXN5	HGNC:9103
HGNC:9098	Merged/Split	PLXN6	HGNC:9105
HGNC:9120	Withdrawn	PMPS	
HGNC:9131	Merged/Split	PMS2L6	HGNC:9123
HGNC:9132	Merged/Split	PMS2L7	HGNC:9123
HGNC:9133	Merged/Split	PMS2L8	HGNC:9123
HGNC:9134	Merged/Split	PMS2L9	HGNC:9128
HGNC:9136	Merged/Split	PMS2LP2	HGNC:33515
HGNC:9139	Merged/Split	PMSL1	HGNC:9121
HGNC:9140	Merged/Split	PMSL2	HGNC:9122
HGNC:9144	Merged/Split	PND	HGNC:7939
