Gene stable ID	Transcript stable ID	Protein stable ID	HGNC ID	HGNC symbol
ENSG00000292225	ENST00000710275	ENSP00000518168	HGNC:26088	NBPF1
ENSG00000291441	ENST00000707568			
ENSG00000291431	ENST00000707550	ENSP00000516909	HGNC:3074	DUSP8
ENSG00000291431	ENST00000707551	ENSP00000516910	HGNC:3074	DUSP8
ENSG00000291431	ENST00000707552		HGNC:3074	DUSP8
ENSG00000291432	ENST00000707553		HGNC:27877	KRTAP5-AS1
ENSG00000291432	ENST00000707554		HGNC:27877	KRTAP5-AS1
ENSG00000291432	ENST00000707555		HGNC:27877	KRTAP5-AS1
ENSG00000291432	ENST00000707556		HGNC:27877	KRTAP5-AS1
ENSG00000291432	ENST00000707557		HGNC:27877	KRTAP5-AS1
ENSG00000291433	ENST00000707558	ENSP00000516911	HGNC:23596	KRTAP5-1
ENSG00000291434	ENST00000707559	ENSP00000516912	HGNC:23597	KRTAP5-2
ENSG00000291435	ENST00000707560	ENSP00000516913	HGNC:23598	KRTAP5-3
ENSG00000291440	ENST00000707567	ENSP00000516914	HGNC:23599	KRTAP5-4
ENSG00000291443	ENST00000707575	ENSP00000516916	HGNC:23601	KRTAP5-5
ENSG00000291436	ENST00000707561			
ENSG00000291437	ENST00000707562		HGNC:32368	FAM99A
ENSG00000291437	ENST00000707563		HGNC:32368	FAM99A
ENSG00000291437	ENST00000707564		HGNC:32368	FAM99A
ENSG00000291438	ENST00000707565		HGNC:32369	FAM99B
ENSG00000291439	ENST00000707566		HGNC:54225	LINC02708
ENSG00000291442	ENST00000707569		HGNC:24904	MOB2
ENSG00000291442	ENST00000707570	ENSP00000516915	HGNC:24904	MOB2
ENSG00000291442	ENST00000710276	ENSP00000518169	HGNC:24904	MOB2
ENSG00000291442	ENST00000707571		HGNC:24904	MOB2
ENSG00000291442	ENST00000707572		HGNC:24904	MOB2
ENSG00000291442	ENST00000707573		HGNC:24904	MOB2
ENSG00000291442	ENST00000707574		HGNC:24904	MOB2
ENSG00000291444	ENST00000707576		HGNC:23286	RBMY3AP
ENSG00000291445	ENST00000707577		HGNC:23849	CDY3P
ENSG00000291446	ENST00000707578		HGNC:38726	TSPY25P
ENSG00000291447	ENST00000707579		HGNC:38758	USP9YP22
ENSG00000291448	ENST00000707580		HGNC:37712	TSPY16P
ENSG00000291449	ENST00000707581		HGNC:37740	USP9YP4
ENSG00000291450	ENST00000707582		HGNC:38141	ELOCP4
ENSG00000291451	ENST00000707583		HGNC:18849	RBMY1A3P
ENSG00000291452	ENST00000707584			
ENSG00000291453	ENST00000707585		HGNC:18844	TTTY20
ENSG00000291455	ENST00000707589	ENSP00000516917	HGNC:37471	TSPY8
ENSG00000291455	ENST00000707590	ENSP00000516918	HGNC:37471	TSPY8
ENSG00000291455	ENST00000707591	ENSP00000516919	HGNC:37471	TSPY8
ENSG00000291455	ENST00000707592		HGNC:37471	TSPY8
ENSG00000291455	ENST00000707593		HGNC:37471	TSPY8
ENSG00000291456	ENST00000707594		HGNC:37469	FAM197Y7
ENSG00000291456	ENST00000707595		HGNC:37469	FAM197Y7
ENSG00000291457	ENST00000707596			
ENSG00000291458	ENST00000707597	ENSP00000516920	HGNC:37287	TSPY4
ENSG00000291458	ENST00000707598	ENSP00000516921	HGNC:37287	TSPY4
ENSG00000291458	ENST00000707599	ENSP00000516922	HGNC:37287	TSPY4
ENSG00000291458	ENST00000707600		HGNC:37287	TSPY4
ENSG00000291458	ENST00000707601		HGNC:37287	TSPY4
ENSG00000291459	ENST00000707602	ENSP00000516923	HGNC:37472	TSPY9
ENSG00000291460	ENST00000707603		HGNC:18848	FAM197Y2
ENSG00000291461	ENST00000707604		HGNC:37466	FAM197Y4
ENSG00000291462	ENST00000707605		HGNC:37466	FAM197Y4
ENSG00000291454	ENST00000707588		HGNC:37470	FAM197Y8
ENSG00000293355	ENST00000707586		HGNC:37470	FAM197Y8
ENSG00000293355	ENST00000707587		HGNC:37470	FAM197Y8
ENSG00000281449	ENST00000627413	ENSP00000486050	HGNC:16657	BCL2L14
ENSG00000281449	ENST00000627553		HGNC:16657	BCL2L14
ENSG00000281449	ENST00000628217	ENSP00000486791	HGNC:16657	BCL2L14
ENSG00000281449	ENST00000630375		HGNC:16657	BCL2L14
ENSG00000281449	ENST00000630161		HGNC:16657	BCL2L14
ENSG00000281449	ENST00000629515	ENSP00000487566	HGNC:16657	BCL2L14
ENSG00000281449	ENST00000625808	ENSP00000486862	HGNC:16657	BCL2L14
ENSG00000281449	ENST00000626295		HGNC:16657	BCL2L14
ENSG00000281449	ENST00000627713		HGNC:16657	BCL2L14
ENSG00000281449	ENST00000631317	ENSP00000486796	HGNC:16657	BCL2L14
ENSG00000281449	ENST00000628783	ENSP00000487330	HGNC:16657	BCL2L14
ENSG00000281449	ENST00000631251	ENSP00000486560	HGNC:16657	BCL2L14
ENSG00000281449	ENST00000627464	ENSP00000486273	HGNC:16657	BCL2L14
ENSG00000281449	ENST00000628315	ENSP00000485980	HGNC:16657	BCL2L14
ENSG00000285019	ENST00000642532		HGNC:38140	ELOCP5
ENSG00000285196	ENST00000643054		HGNC:23848	CDY10P
ENSG00000285308	ENST00000647527		HGNC:37739	USP9YP3
ENSG00000281442	ENST00000629871		HGNC:34054	PTMAP9
ENSG00000283344	ENST00000637028		HGNC:50831	MIR1244-4
ENSG00000281324	ENST00000628182	ENSP00000486315	HGNC:6698	LRP6
ENSG00000281324	ENST00000625211	ENSP00000487008	HGNC:6698	LRP6
ENSG00000281324	ENST00000626957	ENSP00000486758	HGNC:6698	LRP6
ENSG00000281324	ENST00000626698	ENSP00000486524	HGNC:6698	LRP6
ENSG00000281324	ENST00000626446		HGNC:6698	LRP6
ENSG00000281324	ENST00000627346		HGNC:6698	LRP6
ENSG00000281324	ENST00000626182	ENSP00000486383	HGNC:6698	LRP6
ENSG00000285028	ENST00000644360		HGNC:38424	USP9YP8
ENSG00000285455	ENST00000645951		HGNC:23852	CDY11P
ENSG00000285477	ENST00000646767		HGNC:18213	OFD1P16Y
ENSG00000280475	ENST00000631171		HGNC:36048	RPL21P100
ENSG00000206783	ENST00000384056		HGNC:47508	RNU6-545P
ENSG00000281874	ENST00000627522			
ENSG00000207477	ENST00000384746		HGNC:47281	RNU6-318P
ENSG00000281818	ENST00000629245	ENSP00000487587	HGNC:25505	MANSC1
ENSG00000281818	ENST00000626912	ENSP00000487244	HGNC:25505	MANSC1
ENSG00000281818	ENST00000631077	ENSP00000487019	HGNC:25505	MANSC1
ENSG00000281818	ENST00000628134	ENSP00000486216	HGNC:25505	MANSC1
ENSG00000281051	ENST00000630767		HGNC:35940	RPL23AP66
ENSG00000281234	ENST00000628428		HGNC:26524	LOH12CR2
ENSG00000280689	ENST00000627374	ENSP00000486120	HGNC:17950	BORCS5
ENSG00000280689	ENST00000625206	ENSP00000485829	HGNC:17950	BORCS5
ENSG00000280689	ENST00000626671		HGNC:17950	BORCS5
ENSG00000280689	ENST00000627461	ENSP00000486584	HGNC:17950	BORCS5
ENSG00000281168	ENST00000625448			
ENSG00000280962	ENST00000626413	ENSP00000487512	HGNC:17909	DUSP16
ENSG00000280962	ENST00000628303	ENSP00000487034	HGNC:17909	DUSP16
ENSG00000280962	ENST00000630190		HGNC:17909	DUSP16
ENSG00000280962	ENST00000626461	ENSP00000485919	HGNC:17909	DUSP16
ENSG00000280962	ENST00000629698	ENSP00000487493	HGNC:17909	DUSP16
ENSG00000280962	ENST00000627160		HGNC:17909	DUSP16
ENSG00000281671	ENST00000626218			
ENSG00000281525	ENST00000631212			
ENSG00000282467	ENST00000633619			
ENSG00000292327	ENST00000711115	ENSP00000518592	HGNC:13417	PPP2R3B
ENSG00000292327	ENST00000711114		HGNC:13417	PPP2R3B
ENSG00000292327	ENST00000711113		HGNC:13417	PPP2R3B
ENSG00000292327	ENST00000711112		HGNC:13417	PPP2R3B
ENSG00000292327	ENST00000711128		HGNC:13417	PPP2R3B
ENSG00000292327	ENST00000711127		HGNC:13417	PPP2R3B
ENSG00000292327	ENST00000711126		HGNC:13417	PPP2R3B
ENSG00000292327	ENST00000711125		HGNC:13417	PPP2R3B
ENSG00000292327	ENST00000711124		HGNC:13417	PPP2R3B
ENSG00000292327	ENST00000711123	ENSP00000518591	HGNC:13417	PPP2R3B
ENSG00000292328	ENST00000711122		HGNC:37720	RPL14P5
ENSG00000292329	ENST00000711121			
ENSG00000292330	ENST00000711120			
ENSG00000292331	ENST00000711119		HGNC:25811	ASMTL-AS1
ENSG00000292331	ENST00000711134		HGNC:25811	ASMTL-AS1
ENSG00000292331	ENST00000711118		HGNC:25811	ASMTL-AS1
ENSG00000292331	ENST00000711117		HGNC:25811	ASMTL-AS1
ENSG00000292331	ENST00000711116		HGNC:25811	ASMTL-AS1
ENSG00000292332	ENST00000711219	ENSP00000518590	HGNC:6012	IL3RA
ENSG00000292332	ENST00000711218	ENSP00000518613	HGNC:6012	IL3RA
ENSG00000292332	ENST00000711217	ENSP00000518612	HGNC:6012	IL3RA
ENSG00000292333	ENST00000711216	ENSP00000518611	HGNC:15524	P2RY8
ENSG00000292333	ENST00000711215	ENSP00000518610	HGNC:15524	P2RY8
ENSG00000292334	ENST00000711214	ENSP00000518609	HGNC:10992	SLC25A6
ENSG00000292334	ENST00000711213		HGNC:10992	SLC25A6
ENSG00000292334	ENST00000711212		HGNC:10992	SLC25A6
ENSG00000292335	ENST00000711211			
ENSG00000292336	ENST00000711210	ENSP00000518608	HGNC:750	ASMT
ENSG00000292336	ENST00000711209	ENSP00000518607	HGNC:750	ASMT
ENSG00000292336	ENST00000711208	ENSP00000518606	HGNC:750	ASMT
ENSG00000292336	ENST00000711207		HGNC:750	ASMT
ENSG00000292336	ENST00000711206	ENSP00000518605	HGNC:750	ASMT
ENSG00000292337	ENST00000711205		HGNC:38713	DHRSX-IT1
ENSG00000288406	ENST00000672344			
ENSG00000292338	ENST00000711204	ENSP00000518604	HGNC:18399	DHRSX
ENSG00000292338	ENST00000711203	ENSP00000518603	HGNC:18399	DHRSX
ENSG00000292338	ENST00000711202		HGNC:18399	DHRSX
ENSG00000292338	ENST00000711201	ENSP00000518602	HGNC:18399	DHRSX
ENSG00000292338	ENST00000711200		HGNC:18399	DHRSX
ENSG00000292338	ENST00000711199	ENSP00000518601	HGNC:18399	DHRSX
ENSG00000292338	ENST00000711198		HGNC:18399	DHRSX
ENSG00000292339	ENST00000711197	ENSP00000518600	HGNC:751	ASMTL
ENSG00000292339	ENST00000711196	ENSP00000518599	HGNC:751	ASMTL
ENSG00000292339	ENST00000711195		HGNC:751	ASMTL
ENSG00000292339	ENST00000711194		HGNC:751	ASMTL
ENSG00000292339	ENST00000711193		HGNC:751	ASMTL
ENSG00000292339	ENST00000711192	ENSP00000518598	HGNC:751	ASMTL
ENSG00000292340	ENST00000711191		HGNC:56008	LINC02968
ENSG00000292340	ENST00000711190		HGNC:56008	LINC02968
ENSG00000292341	ENST00000711189		HGNC:31843	LINC00106
ENSG00000292341	ENST00000711188		HGNC:31843	LINC00106
ENSG00000292342	ENST00000711187		HGNC:27560	LINC00685
ENSG00000292343	ENST00000711132	ENSP00000518597	HGNC:18783	AKAP17A
ENSG00000292343	ENST00000711186	ENSP00000518596	HGNC:18783	AKAP17A
ENSG00000292343	ENST00000711185	ENSP00000518595	HGNC:18783	AKAP17A
ENSG00000292344	ENST00000711184	ENSP00000518594	HGNC:23148	PLCXD1
ENSG00000292344	ENST00000711183		HGNC:23148	PLCXD1
ENSG00000292344	ENST00000711182	ENSP00000518593	HGNC:23148	PLCXD1
ENSG00000292344	ENST00000711181	ENSP00000518615	HGNC:23148	PLCXD1
ENSG00000292344	ENST00000711180	ENSP00000518614	HGNC:23148	PLCXD1
ENSG00000292344	ENST00000711179	ENSP00000518661	HGNC:23148	PLCXD1
ENSG00000292344	ENST00000711177	ENSP00000518660	HGNC:23148	PLCXD1
ENSG00000292344	ENST00000711176	ENSP00000518659	HGNC:23148	PLCXD1
ENSG00000292344	ENST00000711175	ENSP00000518658	HGNC:23148	PLCXD1
ENSG00000292344	ENST00000711174	ENSP00000518657	HGNC:23148	PLCXD1
ENSG00000292345	ENST00000711173	ENSP00000518656	HGNC:447	ZBED1
ENSG00000292345	ENST00000711172	ENSP00000518655	HGNC:447	ZBED1
ENSG00000292345	ENST00000711171	ENSP00000518654	HGNC:447	ZBED1
ENSG00000292345	ENST00000711170		HGNC:447	ZBED1
ENSG00000292345	ENST00000711169	ENSP00000518653	HGNC:447	ZBED1
ENSG00000292345	ENST00000711168	ENSP00000518652	HGNC:447	ZBED1
ENSG00000292346	ENST00000711167		HGNC:50179	MIR6089
ENSG00000292347	ENST00000711166		HGNC:30470	LINC00102
ENSG00000292348	ENST00000711165	ENSP00000518651	HGNC:7082	CD99
ENSG00000292348	ENST00000711164	ENSP00000518650	HGNC:7082	CD99
ENSG00000292348	ENST00000711163	ENSP00000518649	HGNC:7082	CD99
ENSG00000292348	ENST00000711162		HGNC:7082	CD99
ENSG00000292348	ENST00000711161		HGNC:7082	CD99
ENSG00000292348	ENST00000711160	ENSP00000518648	HGNC:7082	CD99
ENSG00000292348	ENST00000711159	ENSP00000518647	HGNC:7082	CD99
ENSG00000292348	ENST00000711158	ENSP00000518646	HGNC:7082	CD99
ENSG00000292348	ENST00000711157		HGNC:7082	CD99
ENSG00000292348	ENST00000711156	ENSP00000518645	HGNC:7082	CD99
ENSG00000292348	ENST00000711155	ENSP00000518644	HGNC:7082	CD99
ENSG00000292348	ENST00000711154		HGNC:7082	CD99
ENSG00000292348	ENST00000711153		HGNC:7082	CD99
ENSG00000292348	ENST00000711152		HGNC:7082	CD99
ENSG00000292348	ENST00000711151	ENSP00000518643	HGNC:7082	CD99
ENSG00000292349	ENST00000711150			
ENSG00000292350	ENST00000711149			
ENSG00000292351	ENST00000711148			
ENSG00000292352	ENST00000711147		HGNC:38717	FABP5P13
ENSG00000292353	ENST00000711146		HGNC:38714	KRT18P53
ENSG00000292354	ENST00000711145	ENSP00000518642	HGNC:10853	SHOX
ENSG00000292354	ENST00000711143	ENSP00000518641	HGNC:10853	SHOX
ENSG00000292354	ENST00000711142	ENSP00000518640	HGNC:10853	SHOX
ENSG00000292354	ENST00000711141	ENSP00000518639	HGNC:10853	SHOX
ENSG00000292355	ENST00000711140		HGNC:38967	MIR3690
ENSG00000292356	ENST00000711139		HGNC:43398	RNA5SP498
ENSG00000292357	ENST00000711138	ENSP00000518638	HGNC:2435	CSF2RA
ENSG00000292357	ENST00000711137	ENSP00000518637	HGNC:2435	CSF2RA
ENSG00000292357	ENST00000711136		HGNC:2435	CSF2RA
ENSG00000292357	ENST00000711135	ENSP00000518636	HGNC:2435	CSF2RA
ENSG00000292357	ENST00000711129	ENSP00000518635	HGNC:2435	CSF2RA
ENSG00000292357	ENST00000711130	ENSP00000518634	HGNC:2435	CSF2RA
ENSG00000292357	ENST00000711131	ENSP00000518633	HGNC:2435	CSF2RA
ENSG00000292357	ENST00000711220	ENSP00000518632	HGNC:2435	CSF2RA
ENSG00000292357	ENST00000711221	ENSP00000518631	HGNC:2435	CSF2RA
ENSG00000292357	ENST00000711222		HGNC:2435	CSF2RA
ENSG00000292357	ENST00000711223	ENSP00000518630	HGNC:2435	CSF2RA
ENSG00000292357	ENST00000711224	ENSP00000518629	HGNC:2435	CSF2RA
ENSG00000292357	ENST00000711225	ENSP00000518628	HGNC:2435	CSF2RA
ENSG00000292357	ENST00000711226	ENSP00000518627	HGNC:2435	CSF2RA
ENSG00000292357	ENST00000711227		HGNC:2435	CSF2RA
ENSG00000292357	ENST00000711228		HGNC:2435	CSF2RA
ENSG00000292357	ENST00000711229		HGNC:2435	CSF2RA
ENSG00000292357	ENST00000711230		HGNC:2435	CSF2RA
ENSG00000292358	ENST00000711232		HGNC:30189	GTPBP6
ENSG00000292358	ENST00000711233	ENSP00000518626	HGNC:30189	GTPBP6
ENSG00000292359	ENST00000711234			
ENSG00000292360	ENST00000711235		HGNC:56853	LINC03112
ENSG00000292360	ENST00000711236		HGNC:56853	LINC03112
ENSG00000292360	ENST00000711237		HGNC:56853	LINC03112
ENSG00000292360	ENST00000711238		HGNC:56853	LINC03112
ENSG00000292360	ENST00000711239		HGNC:56853	LINC03112
ENSG00000292360	ENST00000711240		HGNC:56853	LINC03112
ENSG00000292360	ENST00000711241		HGNC:56853	LINC03112
ENSG00000292360	ENST00000711242		HGNC:56853	LINC03112
ENSG00000292360	ENST00000711243		HGNC:56853	LINC03112
ENSG00000292361	ENST00000711244		HGNC:7083	CD99P1
ENSG00000292362	ENST00000711245		HGNC:7083	CD99P1
ENSG00000292362	ENST00000711246		HGNC:7083	CD99P1
ENSG00000292362	ENST00000711247		HGNC:7083	CD99P1
ENSG00000292362	ENST00000711248		HGNC:7083	CD99P1
ENSG00000292362	ENST00000711249		HGNC:7083	CD99P1
ENSG00000292362	ENST00000711250		HGNC:7083	CD99P1
ENSG00000292362	ENST00000711251		HGNC:7083	CD99P1
ENSG00000292362	ENST00000711252		HGNC:7083	CD99P1
ENSG00000292362	ENST00000711253		HGNC:7083	CD99P1
ENSG00000292363	ENST00000711254	ENSP00000518625	HGNC:14281	CRLF2
ENSG00000292363	ENST00000711255	ENSP00000518624	HGNC:14281	CRLF2
ENSG00000292363	ENST00000711256	ENSP00000518623	HGNC:14281	CRLF2
ENSG00000292364	ENST00000711258		HGNC:460	AMD1P2
ENSG00000292365	ENST00000711259		HGNC:38719	DPH3P2
ENSG00000292366	ENST00000711260	ENSP00000518622	HGNC:11486	VAMP7
ENSG00000292366	ENST00000711261		HGNC:11486	VAMP7
ENSG00000292366	ENST00000711262	ENSP00000518621	HGNC:11486	VAMP7
ENSG00000292366	ENST00000711263		HGNC:11486	VAMP7
ENSG00000292366	ENST00000711264	ENSP00000518620	HGNC:11486	VAMP7
ENSG00000292366	ENST00000711265	ENSP00000518619	HGNC:11486	VAMP7
ENSG00000292367	ENST00000711266		HGNC:38160	ELOCP24
ENSG00000292368	ENST00000711267		HGNC:23270	TRPC6P1
ENSG00000292369	ENST00000711268			
ENSG00000292370	ENST00000711269		HGNC:38513	WASIR1
ENSG00000292371	ENST00000711270		HGNC:37115	DDX11L16
ENSG00000292372	ENST00000711271		HGNC:31685	WASH6P
ENSG00000292372	ENST00000711272	ENSP00000518618	HGNC:31685	WASH6P
ENSG00000292372	ENST00000711273		HGNC:31685	WASH6P
ENSG00000292372	ENST00000711274		HGNC:31685	WASH6P
ENSG00000292372	ENST00000711275		HGNC:31685	WASH6P
ENSG00000292372	ENST00000711276		HGNC:31685	WASH6P
ENSG00000292372	ENST00000711277		HGNC:31685	WASH6P
ENSG00000292372	ENST00000711278		HGNC:31685	WASH6P
ENSG00000292372	ENST00000711279		HGNC:31685	WASH6P
ENSG00000292372	ENST00000711280		HGNC:31685	WASH6P
ENSG00000292372	ENST00000711281		HGNC:31685	WASH6P
ENSG00000292372	ENST00000711282		HGNC:31685	WASH6P
ENSG00000292372	ENST00000711283		HGNC:31685	WASH6P
ENSG00000292372	ENST00000711284		HGNC:31685	WASH6P
ENSG00000292372	ENST00000711285		HGNC:31685	WASH6P
ENSG00000292373	ENST00000711286	ENSP00000518617	HGNC:6030	IL9R
ENSG00000292373	ENST00000711287	ENSP00000518616	HGNC:6030	IL9R
ENSG00000292373	ENST00000711288		HGNC:6030	IL9R
ENSG00000292373	ENST00000711289		HGNC:6030	IL9R
ENSG00000215601	ENST00000431340		HGNC:38725	TSPY24P
ENSG00000215603	ENST00000415010		HGNC:39553	ZNF92P1Y
ENSG00000225878	ENST00000436888		HGNC:23967	SERBP1P2
ENSG00000236435	ENST00000421279		HGNC:23904	TSPY12P
ENSG00000258991	ENST00000557448		HGNC:37718	DUX4L19
ENSG00000237048	ENST00000651670		HGNC:18493	TTTY12
ENSG00000237048	ENST00000413466		HGNC:18493	TTTY12
ENSG00000237048	ENST00000653671		HGNC:18493	TTTY12
ENSG00000237048	ENST00000664089		HGNC:18493	TTTY12
ENSG00000224518	ENST00000427212			
ENSG00000231988	ENST00000453312		HGNC:23875	OFD1P3Y
ENSG00000238073	ENST00000457961		HGNC:23893	RBMY2HP
ENSG00000275866	ENST00000621514			
ENSG00000131538	ENST00000253838		HGNC:16483	TTTY6
ENSG00000271595	ENST00000604289		HGNC:49176	ELOCP35
ENSG00000183704	ENST00000331172		HGNC:37492	SLC9B1P1
ENSG00000232927	ENST00000427677		HGNC:23195	USP12PY
ENSG00000277438	ENST00000622542		HGNC:23976	KDM5DP1
ENSG00000286217	ENST00000651511		HGNC:38724	LINC00279
ENSG00000286217	ENST00000650816		HGNC:38724	LINC00279
ENSG00000286217	ENST00000651700		HGNC:38724	LINC00279
ENSG00000286217	ENST00000650791		HGNC:38724	LINC00279
ENSG00000286217	ENST00000651793		HGNC:38724	LINC00279
ENSG00000286217	ENST00000652539		HGNC:38724	LINC00279
ENSG00000286217	ENST00000413486		HGNC:38724	LINC00279
ENSG00000286217	ENST00000657784		HGNC:38724	LINC00279
ENSG00000259154	ENST00000557360		HGNC:37717	DUX4L17
ENSG00000169789	ENST00000303728	ENSP00000302319	HGNC:14024	PRY
ENSG00000169789	ENST00000477123	ENSP00000474674	HGNC:14024	PRY
ENSG00000273589	ENST00000612840			
ENSG00000273863	ENST00000614118			
ENSG00000228571	ENST00000432672		HGNC:38791	HSFY7P
ENSG00000288260	ENST00000673158	ENSP00000499933		
ENSG00000271375	ENST00000604178			
ENSG00000224634	ENST00000447526		HGNC:38440	ZNF736P6Y
ENSG00000285470	ENST00000645906		HGNC:23963	TUSC2P1
ENSG00000288430	ENST00000672203		HGNC:34184	RNU5B-4P
ENSG00000226092	ENST00000445405		HGNC:9917	RBMY2AP
ENSG00000288297	ENST00000673382	ENSP00000500743	HGNC:35454	ECSCR
ENSG00000234620	ENST00000421058		HGNC:20200	PUDPP1
ENSG00000236690	ENST00000421675			
ENSG00000273693	ENST00000618128		HGNC:38413	CDRT15P10
ENSG00000114374	ENST00000457658		HGNC:12633	USP9Y
ENSG00000114374	ENST00000440408		HGNC:12633	USP9Y
ENSG00000114374	ENST00000651177	ENSP00000498372	HGNC:12633	USP9Y
ENSG00000114374	ENST00000417071		HGNC:12633	USP9Y
ENSG00000114374	ENST00000338981	ENSP00000342812	HGNC:12633	USP9Y
ENSG00000114374	ENST00000493168		HGNC:12633	USP9Y
ENSG00000114374	ENST00000426564		HGNC:12633	USP9Y
ENSG00000114374	ENST00000453031	ENSP00000406876	HGNC:12633	USP9Y
ENSG00000114374	ENST00000471409		HGNC:12633	USP9Y
ENSG00000288274	ENST00000671802	ENSP00000500347	HGNC:53645	SMIM33
ENSG00000288243	ENST00000672102	ENSP00000500793	HGNC:27962	STING1
ENSG00000288243	ENST00000671962		HGNC:27962	STING1
ENSG00000288243	ENST00000672834		HGNC:27962	STING1
ENSG00000288243	ENST00000671936	ENSP00000500691	HGNC:27962	STING1
ENSG00000288243	ENST00000672230		HGNC:27962	STING1
ENSG00000288243	ENST00000672865	ENSP00000500823	HGNC:27962	STING1
ENSG00000288243	ENST00000671857		HGNC:27962	STING1
ENSG00000288243	ENST00000673523	ENSP00000500679	HGNC:27962	STING1
ENSG00000288243	ENST00000672386		HGNC:27962	STING1
ENSG00000288243	ENST00000672096	ENSP00000500685	HGNC:27962	STING1
ENSG00000288243	ENST00000672254		HGNC:27962	STING1
ENSG00000288243	ENST00000673377	ENSP00000500885	HGNC:27962	STING1
ENSG00000288243	ENST00000672624	ENSP00000500450	HGNC:27962	STING1
ENSG00000288243	ENST00000673407		HGNC:27962	STING1
ENSG00000288243	ENST00000672004		HGNC:27962	STING1
ENSG00000288243	ENST00000671861		HGNC:27962	STING1
ENSG00000288243	ENST00000672611	ENSP00000499985	HGNC:27962	STING1
ENSG00000288243	ENST00000673579		HGNC:27962	STING1
ENSG00000288243	ENST00000672421		HGNC:27962	STING1
ENSG00000288243	ENST00000673478		HGNC:27962	STING1
ENSG00000288243	ENST00000672782		HGNC:27962	STING1
ENSG00000288243	ENST00000672060		HGNC:27962	STING1
ENSG00000288243	ENST00000671865		HGNC:27962	STING1
ENSG00000288388	ENST00000672272			
ENSG00000288138	ENST00000672943		HGNC:52405	NCOA4P4
ENSG00000169807	ENST00000303804	ENSP00000303300	HGNC:21504	PRY2
ENSG00000169807	ENST00000472391	ENSP00000474545	HGNC:21504	PRY2
ENSG00000223422	ENST00000439805			
ENSG00000231159	ENST00000449148		HGNC:23880	OFD1P8Y
ENSG00000225653	ENST00000458209		HGNC:38398	RNF19BPY
ENSG00000251618	ENST00000509611			
ENSG00000229159	ENST00000440136		HGNC:38594	TSPY23P
ENSG00000228578	ENST00000422712		HGNC:23981	TUBB1P2
ENSG00000275280	ENST00000619838			
ENSG00000270242	ENST00000605584		HGNC:37724	ACTR3BP1
ENSG00000236477	ENST00000438550		HGNC:10412	RPS24P1
ENSG00000237997	ENST00000422174		HGNC:38419	RCC2P2
ENSG00000244246	ENST00000451913		HGNC:38406	ZNF736P8Y
ENSG00000198692	ENST00000361365	ENSP00000354722	HGNC:3252	EIF1AY
ENSG00000198692	ENST00000465253		HGNC:3252	EIF1AY
ENSG00000198692	ENST00000382772	ENSP00000372222	HGNC:3252	EIF1AY
ENSG00000198692	ENST00000464196		HGNC:3252	EIF1AY
ENSG00000198692	ENST00000485584		HGNC:3252	EIF1AY
ENSG00000183753	ENST00000602732	ENSP00000473270	HGNC:13508	BPY2
ENSG00000183753	ENST00000331070	ENSP00000329106	HGNC:13508	BPY2
ENSG00000183753	ENST00000602818		HGNC:13508	BPY2
ENSG00000183753	ENST00000382585	ENSP00000372028	HGNC:13508	BPY2
ENSG00000225433	ENST00000455231		HGNC:42061	MTND1P12
ENSG00000227166	ENST00000412493		HGNC:11426	STSP1
ENSG00000235857	ENST00000431853		HGNC:23940	CTBP2P1
ENSG00000223955	ENST00000417434		HGNC:38730	MTND6P1
ENSG00000270455	ENST00000603738		HGNC:37985	PABPC1P5
ENSG00000229940	ENST00000427496		HGNC:38522	TSPY22P
